Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,Colour,Modified Item,Style,Room,MPN,EAN,Heating Technology,Power (W),UPC,Mounting & Moving,Model No.,Dimensions,Weight,Energy Efficiency Rating,Air Direction,Tonnage,Country of Origin,Size,Type 1,Current Rating,Cable Length,Manufacturer Part Number,Bundle Description,Gender,Dial Color,Department,Lot,Item Height,Item Dimensions,Colormap,Product Type,Power Supply Indicator Light,Approx Size,Heat technology:,Size:,Power:,Lead length:,Material:,Package Contents,Customized,Item Weight,Modification Description,Motorized,Personalized,Energy Rating,Location,Cool Fan Setting,Heater Style,Width,Height,Resistance Properties,Bundle Listing,Unit Quantity,Unit Type,Non-Domestic Product,Depth,ISBN,Heating Material,Shell Material,Max. Power,Surface Dry Heating Temperature,Rated Power,Gear position,Rated voltage,Rated power,Timer,Prop65_fl,Manufacturer,Prop65Warning,Recommended Environment,Product Name,Temperature,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Origin,Design,Voltage Supply,Power consumption,Control Type,Suitable Location,Item Type,Noise,Manufacturer Color,Wire  Length,Wire width x thickness,Application,Perfermance,Time Control,Room Coverage Area,Noise Level,Perfermance 2,Cover material,Lead wire,Perfermance 1,Wire length,Bracket size,Suction cup length,Rated Power:,Heating Method,Item Dimensions LxWxH,Main Colour,Power Output,Refrigerant,Rated Voltage,Mounting Hole Distance:,Mounting Hole Size,Heating BTU,Item model number,Warranty Description,Item Diameter,Assembly Required,Is Discontinued By Manufacturer,Product Dimensions,Material Care Instructions,Batteries Required?,Import Designation,Number of Pieces,Specification met,Included Components,Normal temperature resistance,Length,Heating Wattage,Marke,Manufacturer Colour,Number of Cool Speeds,Part Type,Phase,Model Number,Corrugation Length,Heating material,USB Mug Warmer,Electric  Warm,Drink Powered,Drink Heaters,Mini Office,Electric,Compressive strength,Power deviation,Cable length,Level of noise,Supply supply,Area,Finish,Levels of power,Power maximum,Source of supply,Background,Capacity cooling,No. programs
500W Household Compact Electric Handheld Flame Heater Portable Remote Control,36.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,,9cm,12cm,Remote Controlled,Metal,,,Electric,Portable Heater,Remote Controlled,Remote Controlled,8 hrs,Black,,Standard,,Wall,16cm,Variable,250sq,401-500 W,,Unbranded,,"Remote Control, Switch",Ceramic,,Electric,Less Than 80%,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote Controlled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Silver Ceramic Heater with Adjustable Thermostat - 754200,55.48,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,AEG WKL 1003 S,,,,,,Aluminum,,,Battery,Baseboard Heater,Auto Shut-off,,,White,,,,Baseboard,,1,100 sq ft or Less,Less Than 10 W,Less Than 2000 BTU,Does not apply,,Analog/Mechanical,Brass,,Boiler,1,12 V,,,,,Does not apply,Does not apply,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quiet-One Hydronic Kickspace Heater 2000 Series 7,100 BTU #KS2006 Stainless Vent",189.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,Smith’s Quiet-One KS2006,,,11 in,16 in,,Steel,A,1 gal or Less (5 L),"Electric, Gas, Hydronic",Kickspace,Toe Kick / Kickspace Mount,,No,Stainless,2019,None,,"Baseboard, Cabinet","18.5""",2,101-150 sq ft,,7000-7999 BTU,Smith’s,,"Push Button, Analog/Mechanical",Copper,,Hydronic,100%,120 V,,,,,KS2006,0751504214003,,,751504214003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFG 2019,,,,,,,,,,,,,
"FANCO Heater Wick Warm Air Series 22, Conv. 22  Wap#: 8",20.95,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,SPACE HEATER,,,,,,,,,,,,,,WAO,,,,,,,,,,,,Does not apply,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone CZ285 Ceramic Utility Electric Space Heater 1500W with Thermostat,67.75,176 sold,"[""it great for floor level warming. it's small compact heater. I've only used it on low setting for the area I was trying to make warmer and got to desired temperature the unit went into standby mode. "", 'It is a good heater.Heats quickly. For those interested,It will heat a one car garage space in a fair amount of time but for large areas you should look at larger heaters. Works good for my use.', ""Heats a small room up good.. only thing I wish it had but doesn't is a tilt over shut off safety feature."", 'It works ok for small heater, not really for commercial purposes. But works ok for small area. Design well, has all the safety on it. For price I would recommend it. ', 'Bought this because it said  garage heater. Bull,  way to small and nowhere near powerful enough for a garage of any size. Not even good enough for an average bathroom heater. Overall, pretty much useless. ', 'This came quickly so the delivery was good. But it does NOT heat like the description says it does. There are different settings, yes, but even on the highest and hottest setting it barely heats the room. And its an inside room! The description says its made for basements and garages but its not! ', 'heater kept shutting off on high setting even though it was in a cold garage. worked on low setting ok . possible faulty thermostat. i have a craftsman barrel heater that is similar and it has worked fine for three years. i returned the faulty heater yesterday and am waiting for my refund.', 'looked great and priced right', 'It heats up good and I like that it has the thermostat it does the job BUTIt could have a better fan to push the heat a little better It HAS A STRONG PLASTIC SMELL that could be overwhelming for some and the handle broke when trying to adjust the angle', ""I am using it to warm a small outdoor cat house. It regulates the temperature to a safe, comfortable warmth and is very compact and sturdy. It also doesn't get hot to the touch. It turns itself off when the desired room temp is reached. Very cool!""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,World & Main Llc,,,,9.00,,,,,,Space Heater,,,,,,,,,8.75,,,,,World & Main Llc,,,,,,,,,,,,,,,,075877125156,,,,,,,,,,,,,CZ285,,,,,,8.75,,,,,,,,,,,,,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Comfort Zone,This product can expose you to chemicals including,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW Kerosene Heater Wick FITS CORONA 22DK AND MANY MORE # 3 FREE SHIPPING W1,11.9, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Kerosene,WICK,,,,,2000,,,,,,,,,Unbranded,,,,,,,,,,,,3,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasko Space Heater Pedestal Tower 29"" Electric Ceramic Oscillating W/ Remote",62.45,46 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,Lasko,,,,,,,,,,,,,0046013764423,,,0046013764423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V 100*120mm 12W Flexible Silicone Heater Pad Printer Heated Bed Heating Mat US,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,None,China,,No,No,,Silicone rubber,No,No,,Heating Pad,Fast heating,,,Orange,,No,No,,No,No,No,No,No,Unbranded,,,,,,No,12 V,Orange,,,,Does Not Apply,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1*Heating Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silicone Heating Pad Orange Heater Thermal Tool 200cm Cable 1200W Electric,82.83,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Heating Pad,,,,,,Silicone rubber,,,,,,,,Orange,,,,,,,,1200W,,Unbranded,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500v / 5s,± 8%,200 cm,,,,,,,,,,
Desk Panel Heater Kotatsu low-profile heater with 3-hour timer from Japan,135.0,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",N/A,N/A,Japan,,N/A,N/A,,N/A,Not Compliant,N/A,Electric,Portable Heater,Timer,,3 hrs,N/A,,N/A,N/A,Floor,N/A,1,N/A,51-100 W,N/A,Unbranded,,Switch,N/A,A+++ - D,Panel,N/A,100 V,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heater Electric Of Air 2000W Radiator Stove House Bathroom Vertical Horizontal,28.15,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Vertical U Horizontal,,,,,,PVC Alloy's Aluminium,,,,Heating of air Thermo heater,Asa's transport,,,White,,,,,,,,,,Spark Iberia,,,,,,,220V,,,,,43574,,,,Does not apply,,,,,,,,,,,,90 cm apx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Photos),,,,,,(photos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Low,Electric,Bath Salon Room Office ETC,Matt,3,2000W,Electric,(photos),NorR,3
"Mr. Heater Propane Portable Heater 9,000 BTU Radiant W/ Tip-Over Safety Switch",96.64,30-day returns,"[""I bought this heater for my small garage workshop. My electric heater kept tripping the breaker while using other equipment. I was afraid of other gas heaters due to their carbon monoxide emissions. This was one of the few gas heaters rated for indoor use. It also has an oxygen depletion detector and tip over cut off feature which I thought was very important.This heater silently keeps my shop warm in even the coldest temperatures and can also be attached to a 20 pound propane tank with an accessory hose ~ which I also purchased. I've run this heater for up to 6 hours uninterrupted with no noticeable fumes and since all the heat is focused out the front, it can be set close to a wall with no worries.I know I'm going to get a lot of use out of this heater. It was a very reasonable price and filled my needs perfectly. Highly recomend the Mr. Heater Buddy for heating small spaces."", 'Here in Monterey County the weather can be colder in the evenings. At my home we cut of the central heating back in ‘88 so we all dress up like eskimos to keep warm. Don’t get me wrong. We do use electric heaters in certain areas but after purchasing this Portable Propane heater, it was Heaven sent. I recommend this product with all my heart. It is compact. It is durable. It is easy to refuel. It is warm to hot. And now, as we speak, the 5 ft extension hose just arrived. When connected from my Gas Buddy to a 20 lb propane tank, I should get at least 24 hrs of constant heat. Thank you for your time. ', 'The last power outage we only had kerosene heaters.  They are big, bulky, heavy, require pouring fuel and the fumes left us wheezing and coughing.  Therefore, we found these Mr. Heater, bought two and what a difference.  Small enough to be moved from room to room and so much safer.  You will love Mr Heater.', ""Small and practical for portable heat when equipped with a disposable bottle, it's even great for a more permanent heat source - just pair this heater up with a hose and a large refillable propane bottle.  It even has a pilot light for easy on and off use.  Two heat settings, 4000 and 9000 BTUs.  The back of the heater stays cool to the touch, so it can be used backed against a wall.  Six stars for this heater."", 'Really nice heater. Relatively easy to operate and has safety features. Heater will not run all night, though with the small propane cylinders. ', ""Love this portable propane heater. Can't wait to take it camping. In the meantime, we use it around the house to warm up and enjoy the heat it produces. If the power goes out, we will stay warm with this heater!"", ""This is a very good product.  What is different about Mr. Heater compared to other small heaters is that it uses 1 lb. propane tanks, thus it does not have to be plugged in or placed near an electrical outlet.  It is easy to use and have a anti tip safety feature that will cut the unit off if the unit is tipped.  Keep on hand a few 1 lb. propane cylinders, and you're good to go.  Very good heater for small spaces and can be used indoors."", 'Great propane heater with 2 settings. I also bought a 12ft hose to connect to a 5 Gallon propane tank. The low setting was enough to warm my 29ft motor home. Perfect.', 'Purchased the additional Mr. Heater 10\' hose (item F273704) that you don\'t have to use a filter and connected it to a 20 lb. bottle of propane.   Easy to light and ran all night on low to keep my greenhouse warm.  I used a 1.5"" PVC water pipe and ran the pipe under the foundation of my greenhouse and then ran the hose through it outside where the tank was located.  For safety reasons, you aren\'t supposed to have the 20 lb. tank inside near the heater.  I cut up an old wash cloth and stuck it inside the pvc pipe to keep bugs and cold air from entering into my greenhouse. So easy to do.  ', 'Product operates exactly as advertised, which nowadays is not always the case. It functions easily and simply. Really like the option to go to larger capacity tank for longer use periods or not having to change out bottles constantly.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,F232000,,,,,,Steel,,,,,,,,Red/Black,,,,,,2 Heat,,,,Mr. Heater,,,,,,,,,,,,F232000,0089301320000,,,0089301320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lifesmart 6 Element 1500W Portable Electric Infrared Quartz Space Heater, Indoor",114.99,522 sold,"[""Have just received and used it for testing only. Very easy to use after reading users guide. Strong fan to disperse heat quickly. The casing doesn't get too hot at the touch to move during use. I am operating it via the remote control which is fantastic. Thanks for including a second remote control to use as needed. A perk most companies overlook. The operation panel in the front is easy to see and read. Unit is not small in size, but it's designed for function over look.It's a great item that I highly recommend."", ""I'm probably would return this if it were from a brick and mortar store but don't want to pay return shipping. The unit puts out a lot of heat but you also feel the cool blowing air with the heat....it's sort of strange. The fan is very loud. Also the heating element goes out at times. Not sure what that is about. Think it could be going bad already...going to give it more time to see if that keeps happening."", 'It is easy to understand the directions on operation. It works very well for extra heat source.  I really like it and will recommend it to anyone.', ""For the last 4 year's we heated our house with the radiator style heaters it took 5 of them to keep up with the cold weather here in south Dakota this year we tried our new heater and are completely amazed just one and its keeping the whole house warm its 11 degrees out side the house is at 72 degrees very happy customer."", 'Received quickly (very fast), works perfectly for my garage (2 car) &amp; just as described!', 'This works great to keep my office warm day and night.  The economy feature is great.', 'Black metal one is noisy...wood one is good', 'Works great really quiet', 'works very well   love it']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,Portable Heater,Timer,,,,,,,Floor,,3,Greater Than 1000 sq ft,1001-1500 W,,LifeSmart,,,,,Infrared,,120 V,,,,,LS-6DMIQH-X,,,,817223014208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable 200W Mini Electric Heater Fan Winter Air Warmer Silent Desk Home Office,22.39,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,lectric heater,,,,,,,,,,,,220W,,Unbranded,,,,,,,,,,,,Does Not Apply,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73418  Knob  For Mr. Heater ,9.75, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,No,,,,,,,,,,,,,,,,,,,,,,ENERCO,,,,,,,,,No,,,73418,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silicone Electric Heating Plate Flexible Heating Equipment Heater Pad Mat,7.25,106 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,Portable Heater,,,,Orange,,,,,,,,,,Unbranded,,,,,,,,,,,,Does not apply,Does not apply,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Air Heater PTC Ceramic Heating Element Thermostatic Heating Element 12V,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Strip,3548144520,China,No,See picture,See picture,Amazon Alexa,Ceramic,A++,1 gal or Less (5 L),Electric,Electric Heater Parts,Timer,"Bluetooth/Bluetooth Low Energy (BLE), Clear Connect, HomePlug",None,Multicolor,2021,None,None,"Desk/Tabletop, Wall",See picture,1,None,70W,None,Unbranded,Other: See Item Description,"Digital, Push Button, Switch",PTC Thermistor,A+++ - D,Heat Pump,1,12 V,,,,,3548144581,,,,354482683016,,,,,,None,None,,,,None,See picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DYNA GLO RMC 95C SERIES WK95C8 KEROSENE HEATER WICK, BRUSH & WICK CLEANING GUIDE",18.99,194 sold,"['    I used a variety of wicks for my DH-2304 and this World Marketing wick # 32225 KW-24C is definitely the best wick available. I found it installs easier than other Brands and lasts longer with the fiber tip on the wick top. I do not dry burn my wicks because it would still need to be changed soon afterwards anyway. These wicks are found cheaper on E Bay than can be found in your local hardware store also.  I hope this review is helpful to anyone with the same DH-2304 heater.Stan R.', 'These worked great and got an extra one in case I need it for later fixes my kerosene heater right up thanks alot John ', ""Perfect fit! Works like a charm. Heater provides better heat without no odor. Highly recommended to change on yearly bases unless it's used once or twice during the year."", 'Some makes of wicks will require a mechanical engineering degree to install. This is close enough to original specs to make installation a little less frustrating. Patience is the key to installation. This products locating pins are a little long but can be improved by rounding and polishing the tips.', 'Product seems right, installed ok and appears to work good.', 'I have had this before and it has lasted for 3 years with the usual maint. to the wick itself, but it does last.', '1. Difficult to find on the open market., 2. Reasonably priced, and 3. purchase was mad with very little difficulity.', 'I’ve purchased many of these before, usually install a new wick yearly, bought this one so next winter I’ll have a fresh one. Quality looks the same as previously which is top notch, at a reasonable price. ', 'Great wick with installation instructions included, installed wick in 20 minutes and let it soak for an hour and our heater is up and working like it should.', 'Great value! Much lower price than I can find near my home.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Kero-World KW-24,,,,,,,,,Kerosene,Wick,,,,,,,,Floor,,,,,,Kero World,,,,,Convection,,,,,,,32225,,,,0013204322250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Road Pro 12-Volt Direct Hook-Up Ceramic Heater/ Fan with Swivel Base RPSL_681,39.99, ,"["" As my house was damaged in a recent mudslide, I'm living in an insulated shed, and my power system consists of 6 golf cart batteries, an inverter and an inverter generator.  I ordered this item so that I could heat the shed without running the generator or inverter. As an electronic technician, I also disassembled it to see what quality it was, and how easy it would be to add a thermostat to it.  It's nicely made, has a good quality, quiet fan, and uses a relay to control the heater element, which means less wear and tear on it's control switch, and easy to modify for a thermostat.  It works well, and is quite adequate to get the 8x10 shed comfy when it's low 40s outside. I haven't modified it yet. Draws about 25amps. Heats up in a minute or two, and puts out a pleasant warm breeze. It's running as I type. Unlike a lot of those cheap window defroster units, it's a solid, well built product that will last, puts out a decent level of heat and doesn't sound like it's about to self-destruct any second like those cheap units.  Computer style fan should last for years..  Quite pleased with this product. "", ""I purchase one of these becausenthey are advertised well. It seemed to be my best bet when the heat in my work truck went bad and I didn't have $1,000 at that time to fix it. We only had a few more weeks of winter left so I figured this would get me through. WRONG! First of all these couldn't warm a person up nor warm the passenger compartment of any vehicle even if left running for a week(seven(7) straight days). Not to mention after only three(3) times of turning it on in an attempt to lessen the cold ride to work the thing just completely pucked out on me. I decided to take it apart to see why the most expensive aftermarket 12v vehicle heater crapped out on me. Well simply put everythong about it was just cheap. The thin guage wires used in the internal workings of this heater I think are a hazard. They would never handle the current needed to warm the heating element. I'm very thankful that my mistake of purchasing this unit didn't end way worse. Because the sheer lack of quality is dangerous, it easily could have caught my truck on fire. Terrible quality! BEWARE - WARNING! SAVE YOUR MONEY - This heater is just like throwing cash in the trash can!"", 'I use these units to heat my tractor cab. You definitely want to be sure you wire heavy enough to handle the load (#12). Then if you lose heat capability and you feel you have the ability, open it up and check the wiring where the power comes in. They have a tendency to unwire and that is an Achilles Heel. I had to beef up my last one and then it worked fine.', 'I bought this because the heater in my truck doesn\'t work. I used this heater exactly 3 times for a total less than 3 hours, and it burned up. The nasty stench of burning wires  and choking smoke filled the cab I had to pull over on a cold winter morning on the way to work and get out of the truck to get away from the nautiuos smell.. DON""T BUY THIS PIECE OF CRAP!  And I am being nice  calling it crap! ', ""At first I was very happy with the heater.  My heater in my car wasn't working so I bought this as a temporary fix until I could get it repaired.  It was easy to hook up and warmed my car's interior quite well.  Then after a few days it stopped making any heat.  It now just blows cold air."", 'received heater on time,looked exactly as picture in ad,works ok so far,wish fan was stronger,but i am pleased overall', ""Doesn't put out a lot of heat but does require a lot of power in it's attempt. Buries 1700 CCA of battery in a couple of hours. Need's continuous amp input to maintain a lesser rate of discharge. And if you're going to have to run your engine anyway might as well use your regular heat source of hot water.Unit is well constructed though, and of a clean, compact design."", 'fan is separate from heater, if you want heat  the fan does not work', ""I purchased this as auxillary heat for my snowblower tractor because when cold out, my tractor won't throw heat.  I like the easy installation, small size, nice looking, but it won't throw very much heat.  The fan will not kick out the heat that is being producted."", 'Should you buy this product? It really depends upon your application need. I put this in my truck due to no floor board heat. It does help but the heat is so so at best. The blow power is very minimal but it does help for my application']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,,,,,,,Ceramic,,1 gal or Less (5 L),"Fan, Battery, Electric",Heater,,Bluetooth,,Black,2019,Standard,,,,3,100 sq ft or Less,,Less Than 2000 BTU,RoadPro,,"Dial, Rotary Knob, Switch, Push Button, Analog/Mechanical",Brass,,Forced Air/Fan,Less Than 80%,12 V,,,,,RPSL681,,,,0045464230990,,,,,,4-Way,,,,,,10ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
