Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,Colour,Modified Item,Style,Room,MPN,EAN,Heating Technology,Power (W),UPC,Mounting & Moving,Model No.,Dimensions,Weight,Energy Efficiency Rating,Air Direction,Tonnage,Country of Origin,Size,Type 1,Current Rating,Cable Length,Manufacturer Part Number,Bundle Description,Gender,Dial Color,Department,Lot,Item Height,Item Dimensions,Colormap,Product Type,Power Supply Indicator Light,Approx Size,Heat technology:,Size:,Power:,Lead length:,Material:,Package Contents,Customized,Item Weight,Modification Description,Motorized,Personalized,Energy Rating,Location,Cool Fan Setting,Heater Style,Width,Height,Resistance Properties,Bundle Listing,Unit Quantity,Unit Type,Non-Domestic Product,Depth,ISBN,Heating Material,Shell Material,Max. Power,Surface Dry Heating Temperature,Rated Power,Gear position,Rated voltage,Rated power,Timer,Prop65_fl,Manufacturer,Prop65Warning,Recommended Environment,Product Name,Temperature,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Origin,Design,Voltage Supply,Power consumption,Control Type,Suitable Location,Item Type,Noise,Manufacturer Color,Wire  Length,Wire width x thickness,Application,Perfermance,Time Control,Room Coverage Area,Noise Level,Perfermance 2,Cover material,Lead wire,Perfermance 1,Wire length,Bracket size,Suction cup length,Rated Power:,Heating Method,Item Dimensions LxWxH,Main Colour,Power Output,Refrigerant,Rated Voltage,Mounting Hole Distance:,Mounting Hole Size,Heating BTU,Item model number,Warranty Description,Item Diameter,Assembly Required,Is Discontinued By Manufacturer,Product Dimensions,Material Care Instructions,Batteries Required?,Import Designation,Number of Pieces,Specification met,Included Components,Normal temperature resistance,Length,Heating Wattage,Marke,Manufacturer Colour,Number of Cool Speeds,Part Type,Phase,Model Number,Corrugation Length,Heating material,USB Mug Warmer,Electric  Warm,Drink Powered,Drink Heaters,Mini Office,Electric,Compressive strength,Power deviation,Cable length,Level of noise,Supply supply,Area,Finish,Levels of power,Power maximum,Source of supply,Background,Capacity cooling,No. programs
Mr. Heater F242100 Portable Liquid Propane Single Tank Top Heater 300 sq.ft.,54.84,599 sold,"['I have been using the Mr Heater product with a 20lb propane bottle for more years than I can remember...This product has been around for a long time...When it finally stopped working...I was more than ready to replace it with a new Mr Heater unit. Even though the appearance of the current model is similar to the previous unit....it is an impressively improved design with new safety features...lights up very quickly and has an improved selector knob for the 3 different heat settings...', 'As far as the propane heater there are many choices but I be owned this same model unit not including new one I just purchased over 6 years and it HSS given me no problems for my outside heating needs. Now I live in az but we get some cold nights here and even have used indoors in larger part of house its not recommended since carbon monoxide poising can be a real threat. I reccomend thus product if your looking for good value and a trusted name.', 'This is the second one I have ordered. These work great and are easy to use. I highly recommend these to anyone who needs instant heat.', ""This is a great product! Well made with quality in mind. I especially like the tipover shutoff feature as it relates to safety. This my second unit and they're durible and made to last. I highly recommend.Mike in Tucson"", 'Mr. Heater is the only way to go if you need a propane tank heater.  I bought two Harbor Freight heaters and had to return both of them because they either wouldn’t light or stay lit.  Mr. Heater installed easily, came with very simple instructions and started the first time.  Plus it’s very quiet!  I would highly recommend Mr. Heater and eBay easily had the best price.', ""Bought this basically as heat for the garage in case the power goes out, so my water lines don't freeze. I have used the heater a dozen times just testing it, while I messed around in the garage. Works exactly as the description said it would. No problems or issues as of now. Easy to install on the tank. Easy to light."", ""we use ours on a daily basis, and they typically fail within one year to 15 months. one of the safeties will malfunction, and the unit will either not produce any gas or will not stay lit. had to put a hose clamp around the startup plunger just to have heat, that brought it's useful life to almost 2 years. my mechanic has one that is maybe 10 years old that still works...it has no safeties. might as well buy the cheaper chinese ones and save money."", 'THIS IS A SAFETY IMPROVED UPGRADE OF THE ORIGINAL MR. HEATER AND IT ADDS A MOTION/TIP OVER SHUTOFF FEATURE .  SIZE IS COMPACT BUT THIS WORKS BEST WITH A 20 POUND TANK.  OUTPUT IS ROBUST AND OF A RADIANT NATURE THAT WORKS WELL FOR OUR DECK OFF-SEASON.   COMBUSTION IS NEAR COMPLETE FOR RARELY A WHIFF OF GAS.  ', 'This little heater works great, all week long using it in the evenings on low and only used 2.5 gal of propane. The only gripe would be the wire support bar thing is not the best design and the screw that holds it to the base of the heater is too short. For the price it is a good investment.', 'A small cook stove with a blue flame is good. This product is better. It has a lot of surface area and the flame can then burn hotter. I received it and am contemplating building something around it for safety. The only thing like this is hot coals glowing in a wood fire.I have not yet made the thing I will construct around it so I have been unable to use it yet. By the time deep  winter is here I will have it made']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Mr. Heater,,,,9.00,,Steel,,,,Portable Heater,,,,White,,,,,8.00,,,,,Mr. Heater,,,,,,,,,,,,,,,,089301421004,,,,,,,,,,,,,F242100,,,,,,11.0,,,,,,,,,,,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Mr Heater,California residents see Prop 65 WARNINGS: This pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW MR HEATER F273699 FUEL FILTER KIT FOR GAS PROPANE PORTABLE BUDDY HEATER SALE,10.95,265 sold,"['This is the correct filter for using a hose with your Mr Heater. It filters oils that can come from the hose and any trash that might have found its way into hose. Arrived as advertised and ready to go.', ""Those little 1 lb. cylinders are great but if you want to heat for longer than a couple hours you'll find buying a 20 lb. propane tank, a long supply hose and a regulator a must.  My old Mr. Buddys used to work without a regulator but the new one I got wouldn't even light the pilot light without the regulator.  At any rate, I'm sitting warm and Mr. Buddy is working.  Do yourself a favor - even if you don't regularly use a big tank with Mr Buddy having the regulator and hose will give you peace of mind knowing should you need heat for a longer time you've got everything you need to stay warm.  It turns your propane heater from something you can use occasionally to knock the chill off into a heater you can depend on in an emergency."", 'Fuel filter kit matched up with my Mr. Heater without any issues. Works great.', ""I wish it weren't necessary to purchase these filters, because they are expensive and don't last particularly long.  However, they are absolutely necessary.  I learned the hard way with my first Mr. Buddy, which I ran with standard unfiltered propane canisters, which the Mr. Buddy is designed for.  In a season, the heater was hopelessly clogged and useless.  These filters will prevent that from happening.  The problem, unfortunately, is that, with the filters installed, standard canisters don't fit into the heater compartments that are designed to hold them.  The central promise of the Mr. Buddy—portability—is thus dead on arrival."", 'An excellent add-on to a Mr. Heater. Will keep the tiny orifice open and clear, if you are using a 20lbs propane tank. ', ""Have had a Big Buddy for several years as my space heater in the winter. Have always had this filter installed for protection. The filters aren't cheap, but you must have them as a blockage and the cleaning process thereafter is a pain. That's the only reason they are a good value."", 'This product came very fast and it really improve my tent heat performance. Before, I had trouble with the heater. Was hard to start and very hard to keep pilot fire lit. After installing it the pilot heats up fast and stays lit. Nice product, I bought two of them. Both heaters run excellent.', ""The hose I ordered does not require the fuel filter.  My error.  I'm only keeping it in case I buy one that does to run 2 tanks.  Not really a decorater item, so that idea is out.  Into the spares locker on the boat. "", 'Works as needed for Mr heater Buddy heaters.I mistakenly used a generic extension hose from 20lb propane bottle to Buddy heater a few times before the heater stopped working from ""goo"" which came from hose.This filter is much needed for Buddy heaters,I even use it for portable BBQ\'s for same reason.I did learn if the hose from bottle is made by Mr Heater it is fine without filter,true or not I have not tried it yet,Mr Heater uses different materiel for their hoses', ""I used my heaters 2 or 3 times without filter, never again. I didnt know I needed a filter until after reading that I should use one. don't want to damage my heaters. with the price being so low there is just no reason to not use one.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,F273699,,,,,"Universal, Amazon Alexa",Aluminum,,,Propane,Heaters,,"Bluetooth, Bluetooth/Bluetooth Low Energy (BLE)",,Gray,2019,Standard,,"Bulkhead, Cabinet",,1,,,10000-10999 BTU,Mr. Heater,,Analog/Mechanical,,,Convection,,12 V,,,,,F273699,,,,0799360364180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PP200, HA1000 PP200SC Hot Surface Ignitor Desa Heater Heavy Duty Silicon Nitride",27.9,455 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,HA1000,China,,,,,,,,Electric,,,,,,,,,,,,,,,Desa,,,,,,,120 V,,,,,PP200PP200SC,,,,713289474744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Tower Heater 1500 Watt 2 Speed Ceramic Oscillating Compact with Remote ,90.67, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Corded Electric,Does not apply,,,,Grey/Black,,,,,,,,,,Lasko Fans,,,,,,,,,,,,,07445014681617,,,7445014681617,,,,,,,,China,,,,,,,,,Cookware,,,,,,,,,,,,,,,6.95 pounds,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,Lasko Fans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,8.5 x 7.25 x 23 inches,,,,,,,,751320,3-year limited warranty.,23 Inches,No,Yes,8.5 x 7.25 x 23 inches,Vacuum or dust with dry cloth,Yes,Imported,1,unset),Remote control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900W Portable Adjustable Space Heater Thermostat Overheat Protection Tip (Black),22.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,5.04,4.25,,,,,Electric,Portable Heater,,,,Black,,,,,6.54,3,,,,Unbranded,,"Switch, Touch",,,,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V Silicone Heater Pad Car Fuel Tank Heating Sheet For 3D Printer Heated Tool,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,Silicone,,,,Silicone Heater Pad,,,,Orange,,,,,100mm,,,,,Unbranded,,,,,,,12 V,,,,,Does Not Apply,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 x Silicone Heater Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heater Heating pad Replacement 110V-220V Printer Heated Thermal Orange,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Heating Pad,,,,,,Silicone,,,,,,,,As Pictures Show,,,,,,,,1400W,,unbranded,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,400 * 400 * 1.5mm,,,,,,,,,,,,,,,,,,,,,Heating Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.63 (Ω),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Electric Heaters 220V Mini Home Heater Fan Room Warmer 200W Fast Heat,25.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Tubular Heater,,China,No,,,,"iron, Quartz tube",,,"Electric, Fan",Portable Heater,"Adjustable Thermostat, Auto Shut-off",,,"Black, Pink, Sky blue",2021,,,"Cabinet, Desk/Tabletop, Floor, Wall",,,201-250 sq ft,200W,,Unbranded,,Switch,Carbon Fiber,,Forced Air/Fan,,220 V,,,,,Does not apply,,,,,,,,,,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V/24V Constant Temperature PTC-Heating-Element Thermostat Heater Plate Melting,10.26,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",/,/,,,/,/,,Aluminum,/,/,,Panel,,,,As Pictures Show,,/,/,,/,/,/,/,/,Unbranded,,,PTC Thermistor,,/,/,/,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1*Heating Element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane Radiant Tank Top Heater Universal Thermocouple 2304885 Replacement Parts,4.40,92 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,Heater,,,,,,,,,,,,,,Unbranded,,,,,,,,,,,,Does Not Apply,,,,617748693618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimplex FX20VE 2KW Downflow Kitchen Bathroom Fan Heater Built Cut Off Timer IP22,44.99,115 sold,"['Good maker. Does the job. Would have liked an external thermostat like my last one. Saves putting the central heating on in Spring and Autumn when you want a warm bathroom.', ""Good makeSwitch, however, a little too 'subtle'....doesn't 'click' on and off...just a touch so you do not always know whether you have turned it on or offOK when you know"", 'A well known brand, easy to mount on wall and front panel opens to give a light clean to remove dust, ample power to heat an average size bathroom.', 'A very good quality product that delivers 2000W of heat.The product switches itself off after 30 minutes of switching it on and the built in timer cannot be turned off or adjusted.This may be a problem for bigger rooms.', 'Works well, once you have read the instructions that to get two Kw you need to flip a switch inside before fitting it.Fixing holes line up with other types so easy to hang.', 'Small &amp; neat design but with internal design issues. My heater did NOT work after installation because mains connection on PCB was detached from underside of the board - I had to re-solder after which heater worked. The connector is poor/inadequate given this is a high power device. Cable entry is fiddly and unnecessarily cramped. Once installed it works well but cost cutting lets the product down.', 'Good price, easy to connect to replace older Dimplex unit and easy to adjust 1kw / 2kw output. Good finish, looks and works great.', 'Neat size,timer facility is great for aged parents,easy to use.', 'Bought to replace similar 5-6 year old Dimplex which malfunctioned and only spare available was the pull cord.  Went for the same for ease of fitting. Arrived quickly and easy to fit.', 'well made easy to install , using same fixings as previous heater']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,FX20VE,,,,22.9 cm,"Floor, IPX2, 2000 W",Plastic,,,Electric,Fan Heater,Timer,,30 min,,,,,Wall,,2,,2000W,,Dimplex,,Yes,,,Forced Air/Fan,,240 V,White,,,,FX20VE,5011139016270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyna-Glo - Kerosene Heater Replacement Wick & Ignitor - RW16CP - New - Sealed,15.75,30-day returns,"['This is an original manufacturer replacement wick that includes an igniter.  I am very pleased with the quality and price. I know that it will perform well for me.I ordered a 2nd wick after successfully installing the first one with the excellent installation video provided by Dyna-Glo.I love it!', 'Product works great, nice full round even flame during burn.', 'This wick fit as it should and my heater now works as well as it did when it was new. ', ""This is 'OEM' Dyna-Glo replacement wick, with ignitor.  Great quality - fitment - durability."", ""The wick did't go up as high as original, but its quality is excellent."", 'Great wick. Burns as should. Great replacement and easily installs.', 'good fit  fast delievery', 'GRATE ‼️🤟 ya', 'Fits and works great', 'All-some great wick.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,Dyna-Glo,"Korea, Republic of",,,0.500,,,,,Kerosene,replacement wick,,Infrared,,"White, Beige, Orange",2018,None,,"Floor, Desk/Tabletop",,1,100 sq ft or Less,,,Dyna-Glo,,"Push Button, Analog/Mechanical",,,Radiant,85-90%,Not Electric,,,,,RW16CP,,,,0872076025535,,,,,,1-Way,,,,,Less Than 5 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surface Insulated 100W 220V Ceramic Thermostatic PTC Heating Element Air Heater,8.38,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,Unbranded,,,,,,,,,,,,Does Not Apply,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldair Electric Fan Heater Up White 2000W Portable Thermostat Room Floor Table,45.0,30-day returns, ,New,,GFH260,,,,,,,,,"Electric, Fan",Portable Heater,"Thermostat, Cool Fan Setting, Auto Shut-off",,,,,,,"Desk/Tabletop, Floor",,2,,1501-2000 W,,Goldair,,"Dial, Rotary Knob",,,Forced Air/Fan,,240 V,White,,,,GFH260,,,,9420014231718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
